Index,Pads,Color,Eggs,Ycoord,Xcoord ,Demog 
839,Y,Y,N,4118927,367317,M
806,Y,Y,N,4118927,367326,M
835,Y,Y,N,4118928,367311,M
906,Y,GY,N,4118928,367315,M
730,Y,Y,N,4118931,367285,M
794,Y,Y,N,4118934,367309,M
877,Y,DY,N,4118939,367317,M
904,Y,Y,N,4118952,367319,M
533,Y,DY,N,4119697,365006,M
546,Y,Y,N,4119705,365050,M
517,Y,DY,N,4119708,365057,M
549,Y,Y,N,4119709,365087,M
556,Y,Y,N,4119717,365046,M
570,Y,Y,N,4119717,365075,M
551,Y,Y,N,4119719,365076,M
543,Y,Y,N,4119721,365062,M
544,Y,Y,N,4119731,365074,M
571,Y,DY,N,4119742,365053,M
568,Y,Y,N,4119749,365101,M
569,Y,DY,N,4119752,365088,M
581,Y,DY,N,4119753,365112,M
513,Y,Y,N,4119765,365091,M
651,Y,Y,N,4119810,365851,M
914,Y,Y,N,4120097,367676,M
711,Y,DY,N,4120163,365947,M
708,Y,DY,N,4120270,365853,M
276,Y,GY,N,4121138,363871,M
284,Y,Y,N,4121176,363858,M
245,Y,Y,N,4121187,363835,M
273,Y,DY,N,4121202,363838,M
222,Y,Y,N,4121207,363846,M
240,Y,DY,N,4121208,363815,M
287,Y,Y,N,4121209,363814,M
192,Y,Y,N,4121210,363827,M
271,Y,Y,N,4121210,363846,M
215,Y,Y,N,4121212,363831,M
265,Y,Y,N,4121215,363831,M
285,Y,Y,N,4121216,363847,M
187,Y,Y,N,4121218,363832,M
204,Y,Y,N,4121219,363814,M
235,Y,Y,N,4121221,363807,M
236,Y,Y,N,4121221,363807,M
267,Y,DY,N,4121227,363813,M
184,Y,Y,N,4121228,363828,M
228,Y,Y,N,4121233,363828,M
259,Y,GY,N,4121234,363821,M
256,Y,Y,N,4121237,363822,M
100,Y,Y,N,4121355,363199,M
166,Y,DY,N,4121358,363204,M
169,Y,Y,N,4121372,363184,M
95,Y,Y,N,4121374,363193,M
18,Y,Y,N,4121392,363184,M
88,Y,Y,N,4121407,363202,M
139,Y,Y,N,4121425,363153,M
143,Y,DY,N,4121434,363143,M
58,Y,Y,N,4121436,363153,M
61,Y,Y,N,4121448,363146,M
